Produk;Harga Pokok;Harga Jual;Stok;Grup Produk;Satuan;Barcode;Kode Produk;Non Stok
Nabati Coklat;0;96000;0;;14;8993175537032;Dos;1
Nabati Roll;0;8500;0;;16;8993175532426;Nbt Box;1
Nabati Roll;0;8500;0;;16;8993175539463;Nbt Box;1
Naga Sakti;0;35000;0;5;4;58888810;Ngskt Pak;1
Naga sakti;1750;1750;0;;12;;Biji;1
Napacin;0;2750;0;;17;8998667100169;Npcn Rek;1
Napacin;0;65000;0;;14;8998667000636;Npcn Dos;1
Nescafe Kaleng;0;7500;0;;12;9556001288592;Nscf biji;1
Nescafe Kaleng ;0;7500;0;;12;9556001288561;Biji;1
Nescafe Kaleng ;0;7500;0;;12;9556001288547;Biji;1
Nextar;0;17000;0;17;14;8993175553780;Nxtr Dos;1
Nextar;0;17000;0;;14;8993175539227;Nxtr Dos;1
Nota Kontan;3150;3500;0;;12;8991389248034;Ntktn Biji;1
Nutijell;0;21000;0;;14;8992933329216;;1
Nutriboost;0;5700;0;11;8;;Ntrb;1
Nutriboost;0;67000;0;;9;11090083;Ntrbst Dos;1
Nutriboost;0;5700;0;;12;8992761164546;Ntrbsr Biji;1
Nutrijell;0;1750;0;;12;8992933322118;Biji;1
Nutrijell;0;1750;0;;12;8992933328110;Biji;1
Nutrijell;0;1750;0;;12;8992933323115;Biji;1
Nutrijell;0;1750;0;;12;8992933325119;Biji;1
Nutrijell;0;21000;0;;14;8992933328219;Dos;1
Nutrijell;0;21000;0;;14;8992933325218;Dos;1
Nutrijell;0;21000;0;;14;8992933323214;Dos;1
Nutrijell;0;21000;0;;14;8992933321210;Dos;1
Nutrijell;0;21000;0;;14;8992933328219;Dos;1
Nutrijell;0;21000;0;;14;8992933413212;Dos;1
Nutrijell;0;1750;0;;12;8992933413113;Biji;1
Nutrijell;0;1750;0;;12;8992933321111;Biji;1
Nutrijell;0;21000;0;;14;8992933322217;Dos;1
Nutrijell;0;1800;0;;12;8992933329117;Biji;1
Nutrijell ;0;21000;0;;14;;Dos;1
Nutrijell Coklat;0;2500;0;12;12;8992933324112;Ntrjc Biji;1
Nutrijell Coklat ;27784;29000;0;;14;8992933324211;Ntrjc Dos;1
Nutrijell Warna;0;1750;0;12;12;8992933411119;Ntrj Biji;1
Nutrijell Warna;19068;21000;0;;14;8992933411218;Ntrj Dos;1
Nutrisari;0;12500;0;11;18;;Ntrsr Ret;1
Nutrisari;0;12500;0;;18;7499221229919;Ret;1
Nutrisari;0;12000;0;;18;749921010414;Ret;1
Nutrisari;0;12500;0;;18;749921010711;Ret;1
Nutrisari;0;12500;0;;18;749921010520;Ret;1
Nutrisari;0;12500;0;;18;749921011237;Ret;1
Nutrisari;0;12500;0;;18;749921006110;Ret;1
Nutrisari;0;12500;0;;18;749921011121;Ret;1
Nutrisari;0;12500;0;;18;749921011114;Ret;1
Nutrisari;0;12500;0;;18;749921010780;Ret;1
Nutrisari;0;12500;0;;18;749921011107;Ret;1
Nutrisari;0;12500;0;;18;749921005946;Ret;1
Nutrisari;0;12500;0;;18;749921011565;Ret;1
Nutrisari;0;12500;0;;18;749921011305;Ret;1
Nutrisari;0;12500;0;;18;749921011695;Ret;1
Nutrisari ;0;12500;0;;18;749921011282;Ret;1
Nutrisari ;0;12500;0;;18;749921006226;Ret;1
Nutrisari ;0;12500;0;;18;749921011633;Ret;1
Nuvo;0;2750;0;;12;8998866602563;Sbnnc Biji;1
Nuvo;0;2750;0;;12;8998866618199;Biji;1
Nuvo Cair;0;2250;0;;12;8998866608107;Biji;1
Nuvo Tisu basah;0;13500;0;;12;8998866501262;Nvtsbsh biji;1
O Jelly;0;13000;0;;23;8997231980114;Toples;1
Oe;0;78500;0;;9;8997223480240;;1
Oe;0;7900;0;;4;8997223480028;;1
Ohh B;0;60000;0;;10;54447776;Ohb Pres;1
Ohh B;0;1300;0;;12;22000392;Ohb Biji;1
Ohh M;0;1000;0;;12;01223774;Ohm Biji;1
Ohh Merah;0;48500;0;;10;36075232;Ohm Pres;1
Okky Jelly/ Koko;0;21000;0;;14;11080077;;1
Olezz;82500;83500;0;;14;;Olz Dus;1
Olezz Cheese;4150;4350;0;20;18;;Olz Ret;1
Olezz Coklat;4125;4350;0;20;18;;Olz Ret;1
On bold 12;0;15500;0;;4;;;1
One Man Show;0;26500;0;;12;8992895110228;;1
Open 1 kg;0;32000;0;;12;;Opn;1
Open 2 on;0;7250;0;;12;;Opn Biji;1
Opp 10 x 10;1900;3000;0;19;12;88888897;Pak;1
Opp 11 x 11;2250;3250;0;19;12;18888805;Pak;1
Opp 12 x 12;2550;3500;0;19;12;18888812;Pak;1
Opp 13 x 13;2650;3750;0;19;12;18888829;Pak;1
Opp 14 x 14;0;4500;0;19;12;18888836;Pak;1
Opp 15 x 15;3800;5250;0;19;12;18888843;Pak;1
Opp 16 x 16;4300;6000;0;19;12;18888850;Pak;1
Opp 17x17;0;6500;0;;12;;Pak;1
Opp 8 x 8;1600;2500;0;19;12;88888866;Pak;1
Opp 9 x 9;0;2250;0;19;12;88888873;Pak;1
Opp pastel;2700;3500;0;19;12;18888874;Pak;1
Oreo;0;9000;0;;4;;;1
Oskadon;0;2000;0;5;17;8999908039309;Osk Rek;1
Oskadon;0;97500;0;;14;8999908039316;Osk Dos;1
Oskadon Sp;0;2000;0;5;17;8999908043801;Oskds Rek;1
Otam-Tam;4300;4500;0;20;18;;OTM Ret;1
Otok 1/2;0;16500;0;;4;;Jjn otok Pak;1
Otok 1/4;0;8500;0;;4;;Jjn otok Pak;1
Ovalet;0;1800;0;;12;;;1
Ovalet Kenari;0;35000;0;;16;;;1
Oyen;64000;66000;0;;14;;Oyn Dus;1
Oyen;16000;17000;0;;18;;Oynrtg;1
PP 1 kg;0;8500;0;19;4;01790009;Pak;1
PP 1 kg;0;85000;0;19;20;01780000;Iket;1
PP 1/2;0;3750;0;19;4;01790023;Pak;1
PP 1/2;0;36500;0;19;20;01790016;Iket;1
PP 1/4;0;2500;0;19;4;01790047;Pak;1
PP 1/4;0;23500;0;19;20;01790030;Iket;1
Pak Maya;0;9000;0;;11;68888312;Pkmy Ons;1
Pak Maya;0;39000;0;;4;8690770320303;Pkmy Kotak;1
Paket ;0;55500;0;;12;;;1
Palmbom ;0;24000;0;;1;68888190;Plmbm Kg;1
Palmbom 5kg;0;120000;0;12;14;68888381;Plmbm Dos;1
Palmboom ;0;6000;0;12;12;;Plmbm Pak;1
Palmboom 15 kg;0;340000;0;12;14;8992826241168;Plmbm Dos;1
Palmboom 5 kg;0;120000;0;12;14;8992826241151;Dos;1
Panda Chips Coklat;4083;4250;0;20;18;;Pndcp Ret;1
Panda Chips Strawberry ;4083;4250;0;20;18;;Pndcp Ret;1
Panten Condisioner;0;10000;0;;18;4987176274007;Ret;1
Pantene Botol 160ml;0;24000;0;;12;4902430400947;;1
Pantene Botol 160ml;0;24000;0;;12;4902430400879;;1
Pantene Conditioner;0;10000;0;;18;4902430759229;Pntnc Ret;1
Papaya Asli;0;23000;0;;12;;Biji;1
Papaya Bsr;0;10000;0;;12;8997214430032;Biji;1
Papaya Kcl;0;6500;0;;12;8997214430049;Biji;1
Paramex;0;2500;0;;17;8998667100206;Prmx Rek;1
Paramex;0;112500;0;;14;8998667000582;Prmx Dos;1
Parfum Roll;0;8500;0;;12;;;1
Paseo Bsr;0;10000;0;;12;8993053121407;Tspsob Biji;1
Pasta Kodomo 2 in 1;0;8000;0;8;12;8998866102605;Pstkdm Biji;1
Payung 5 kg;36000;37000;0;;12;8993296101013;Biji;1
Pecel;0;9500;0;;4;28888833;Pcl Pak;1
Pelangi;0;170000;0;;5;;Jajanplg Bal;1
Pelangi;0;17500;0;;4;;Jajanplg Pak;1
Pelembut;0;5000;0;;12;;Plmbt Biji;1
Pemotong Kuku Besar ;0;5000;0;;;;Biji;1
Pemotong Kuku Kecil;0;3000;0;;;;Biji;1
Pemutih Baju Btl;0;1700;0;;12;8998866604048;Pmthbtl Biji;1
Pemutih Baju Sst;0;2400;0;;18;8998866604079;Ret;1
Pemutih Kue Los;43500;52000;0;;1;;Pmthk Kg;1
Pemutih Kue Los ;0;5500;0;;11;68888275;Pmtk Ons;1
Pemutih Rw;0;18500;0;;4;13130121;Pmthrw Pak;1
Pemutih Rw;0;2000;0;;12;8994326108262;Pmthrw Biji;1
Pen 1000;0;8500;0;;4;011298711004;Pn1 Pak;1
Pen 1000;0;1000;0;;12;;Pn1 Biji;1
Pen Aigou;18000;19000;0;;4;6975199592213;Aig Pak ;1
Pen Aigou;1500;2000;0;;12;;Aig Biji;1
Pen Hi Tec;36000;37000;0;;4;8991922000723;Ht Pak;1
Pen Hi Tec;3000;3500;0;;12;;Ht Biji;1
Pen Pilot;0;19000;0;;4;;Pnplt Pak;1
Pen Snowman V8;0;3500;0;;12;;SnwV8 Biji;1
Pen Standard ;0;20000;0;16;4;1100120010473;Pnstndrd Pak;1
Pen standart ;1666;2000;0;;12;;Biji;1
Pencil;0;8000;0;;4;8997226732155;Pncl Pak;1
Pendekar Biru;0;6500;0;;4;8993154150023;Pndkrb Pak;1
Penggaris 30cm;2208;3000;0;;12;;Pngrs Biji;1
Peniti;0;750;0;;20;12120314;Pnt Ret;1
Pensil;1000;1000;0;;12;;Biji ;1
Pensil 1000;0;8000;0;;4;8997226731936;Pnsl Pak;1
Pensil Staedler;32000;34000;0;;16;4007817104798;Stdlr box;1
Pensil Staedler;2700;3500;0;;12;4007817104118;Stdlr Bj;1
Pensil Steadler;3500;4000;0;;12;;Stdlr Biji;1
Pensil Steadler;0;38500;0;;4;;Stdlr Pak;1
Pensil Warna Panjang Joyko;12500;13500;0;;4;8993988048305;Pnjykpn Pak;1
Pensil Warna Panjang Safari;8500;9000;0;;4;6975413254248;Sfrpj Pak;1
Pensil Warna Pendek Joyko;8500;9000;0;;4;8993988048138;Pnjykpn Pak;1
Pensil Warna Pendek Vanco;5500;6000;0;;4;7781913268802;Vncp Pak;1
Pentel dot;0;2500;0;;12;;;1
Pepsodent 190;12040;12500;0;10;12;8999999706180;Biji;1
Pepsodent 225 g;0;14500;0;10;12;8999999037765;Biji;1
Pepsodent Kcl;0;19500;0;10;15;;Lusin;1
Pepsodent Kcl ;0;1650;0;;12;8999999706111;Biji;1
Pepsodent Tg;0;4450;0;10;12;8999999581091;Biji;1
Pepsodent Tg ;0;53000;0;;15;;Lusin;1
Pepsodent Tg ;0;4450;0;;12;8999999706081;Biji;1
Perisa Mocca;0;4500;0;;12;8994326103618;Prs Biji;1
Perisa Nanas;0;4500;0;;12;8994326103953;;1
Perisa Pandan;0;4500;0;;12;8994326103694;Prs Biji;1
Perisa Rw;0;4500;0;;12;;Prsr Biji;1
Perisa Strw;0;4500;0;;12;8994326103755;;1
Permen 1000;0;8000;0;;18;;Prmn5 Ret;1
Permen 1000;0;8000;0;;18;8997878001944;Prmn5 Ret;1
Permen 1000;0;8000;0;;18;8997878002217;Ret;1
Permen 1000;0;8000;0;;18;8997878002200;Ret;1
Permen 1000;0;8000;0;;18;8997878701554;Ret;1
Permen 1000;0;8000;0;;18;8997878001951;Ret;1
Permen 1000;0;8000;0;;18;8997878700274;Ret;1
Permen 1000;0;8000;0;;18;8997878003108;Ret;1
Permen 1000;0;8000;0;;18;8997878702018;Ret;1
Permen Expresso ;0;6500;0;;4;;Exprs Pak;1
Permen Foxs;0;6000;0;;4;8997212800394;Fxs Pak;1
Permen Foxs;0;6000;0;;4;8997212800660;Fxs Pak;1
Permen Kacamata;0;20000;0;;14;8992730993023;Prmnkcmt Box;1
Petrokum;0;8500;0;;12;8994316011619;Ptrkm Biji;1
Pewangi;0;4500;0;;12;8998866602723;Pwg Biji;1
Pewangi 320ml;0;4500;0;8;12;;;1
Pewangi 450 ml;0;6250;0;8;12;;;1
Pewangi 5000;0;4250;0;;12;8998866601863;;1
Pewangi 5000;0;4250;0;;12;8998866602716;;1
Piattos;0;17000;0;;18;8996196005009;Ptts Ret;1
Piattos;0;17000;0;;18;8996196005153;Ret;1
Piattos;0;17000;0;;18;8996196005207;Ret;1
Piattos;0;102000;0;;14;;Ptts Dos;1
Pierre Cardin;0;26500;0;;12;8992895171250;;1
Pil Alergi;0;15000;0;;18;;Alrg Ret;1
Pil Gandeng;0;6500;0;;20;;;1
Pil Kita;0;2000;0;5;17;8997013070019;Rek;1
Pil Kita;0;98000;0;;14;;Dos;1
Pil SG;0;5000;0;;4;48888837;;1
Pilot Pen;0;1100;0;;12;;Biji;1
Pilus 1000;0;8500;0;;18;8992775100660;Ret;1
Pilus Abon Sapi;4250;4500;0;20;18;;Pls5 Ret;1
Pilus Rumput Laut;4250;4500;0;20;18;;Pls5 Ret;1
Pilus Sapi Panggang;4250;4500;0;20;18;;Pls5 Ret;1
Pinjam uang;0;100000;0;;;;;1
Pino;0;4750;0;;4;8997878701387;;1
Pintil;7500;8500;0;13;20;;;1
Piroxicam;0;4000;0;;17;58888834;Prxcm Rek;1
Piroxicam;0;40000;0;;14;;Prxc Dus;1
Pirtus Bsr;0;9000;0;;8;68888527;Prts Biji;1
Pirtus Bsr;0;200000;0;;14;;Prts Dos;1
Pirtus Kcl;0;19000;0;;15;25895551;Prts Lusin;1
Pirtus Kcl ;0;210000;0;;14;;Prts Dos;1
Pittos 1000;0;9000;0;;18;8996196000356;Ptts Ret;1
Pixy Deodorant;0;12000;0;16;12;8992222060097;Pxy Biji;1
Planotab;0;7500;0;;17;;;1
Plasenta Cream;0;8500;0;;12;68888084;Plsnt Biji;1
Plasenta Sabun;0;8500;0;16;12;8992803656053;Plsnt Biji;1
Plastik ;0;0;0;;12;;Biji;1
Plastik Bekoh;0;2000;0;19;12;01790795;Biji;1
Plastik Bekoh;0;27500;0;19;5;;Bal;1
Plastik Cetik 5 x 8;1800;2250;0;19;4;28888819;Plstkctk Pak;1
Plastik Cetik 6 x 10;3000;3500;0;19;4;28888802;Plstkctk Pak;1
Plastik Es;0;5000;0;19;4;01790696;Plstkes Pak;1
Plastik Es;0;17500;0;19;5;01790597;Plstkes Bal;1
Plastik Lemper;0;4000;0;19;12;18888881;Plstklmpr Pak ;1
Plastik Menara 1 Kg;0;9000;0;;12;;Biji;1
Plastik Menara 2Kg;0;20000;0;;4;;Pak;1
Plastik Menara Kemasan 1/2;0;26000;0;19;1;01760002;Plstkmnr Pak;1
Plastik Menara Kemasan 1/4;0;13000;0;;4;01770001;Plstkmnr Pak;1
Plastik Sablon;0;48000;0;19;1;;;1
Plastik Sablon;0;48000;0;19;1;;;1
Plastik Tebongso;0;5500;0;19;4;;Plstktbgs Pak;1
Plintiran;0;10000;0;;4;;Jajanplntrn pak;1
Plintiran 1/2;0;12000;0;;4;;Jjn plntrn Pak;1
Plintiran 1/4;0;6500;0;;4;;Jjn plntrn Pak;1
Plintiran Royal;0;112000;0;;5;;Jajanryl;1
Pocari Kcl;0;5400;0;;12;8997035563544;Pcrk Biji;1
Pocari Kcl;126000;128500;0;;14;18997035563541;Pcrk Dos;1
Pocari Tg;0;6400;0;;12;8997035563414;Pcrt Biji;1
Pocari Tg ;150000;152500;0;;14;18997035563411;Pcrt Dos;1
Pocky;0;18000;0;;14;;Pcky Dus;1
Polos A 10kg;0;140000;0;;6;;Sak;1
Polos A 5kg;0;70500;0;;6;;Sak;1
Polos B 25kg;0;317500;0;;6;;Sak;1
Polos Ijo 25k;0;340000;0;;6;;Sak;1
Pomed;0;31000;0;;4;13130091;Pmd Pak;1
Pomed;0;10500;0;;18;8992222055208;Pmd Ret;1
Pond Cream 20g;24954;25000;0;10;12;8999999056841;Pndc Biji;1
Pond Renteng;42384;44000;0;10;18;8999999056988;Pndc Ret;1
Pond Renteng;0;3750;0;;12;;Pnd Biji;1
Pond Sabun 50g;0;20500;0;10;;8999999052973;Pnds Biji;1
Pond Sabun 50g;0;20500;0;10;12;8999999052959;Pnd Biji;1
Ponstan;0;13000;0;;17;48888899;Pnstn Ret;1
Ponstelax;0;9000;0;;17;;Pnstlx Rek;1
Pop Ice;10610;11500;0;11;18;;Ret;1
Pop Ice;53050;54000;0;;5;;Bal;1
Pop Ice;10610;11500;0;;18;8992933231113;Ret;1
Pop Ice;10610;11500;0;;18;8992933256116;Ret;1
Pop Ice;10610;11500;0;;18;8992933233117;Ret;1
Pop Ice;0;11500;0;;18;8992933239119;Ret;1
Pop Ice;10610;11500;0;;18;8992933640113;Ret;1
Pop Ice;0;11500;0;;18;8992933254112;Ret;1
Pop Ice;10610;11500;0;;18;8992933259117;Ret;1
Pop Ice;10610;11500;0;;18;8992933252118;Ret;1
Pop Ice;0;11500;0;;18;8992933235111;Ret;1
Pop Ice;0;11500;0;;18;8992933286113;Ret;1
Pop Ice;10610;11500;0;;18;8992933647112;Ret;1
Pop Ice;0;11000;0;;18;8992933292114;Ret;1
Pop Ice;10610;11000;0;;18;8992933283112;Ret;1
Pop Ice;10610;11000;0;;18;8992933285116;Ret;1
Pop Ice;10610;11000;0;;18;8992933251111;Ret;1
Pop Ice;10610;11000;0;;18;8992933645118;Ret;1
Pop Mie Bsr;0;4350;0;9;12;089686060027;Biji;1
Pop Mie Bsr;0;4350;0;;12;089686060126;Biji;1
Pop Mie Bsr;0;4350;0;;12;089686060003;Biji;1
Pop Mie Bsr;0;4350;0;;12;089686060362;Biji;1
Pop Mie Bsr;0;4350;0;;12;089686060461;Biji;1
Pop Mie Bsr isi 24;0;102000;0;;14;10089686060000;Dos;1
Pop Mie Dower;0;4850;0;;12;089686067002;Biji;1
Pop Mie Gledek;0;4850;0;;12;089686060102;Biji;1
Pop Mie Goreng;0;4500;0;;12;089686062007;Biji;1
Pop Mie Kcl;0;3250;0;9;12;089686061024;Biji;1
Pop Mie Kcl;0;3250;0;;12;089686061123;Biji;1
Pop Mie Kcl;0;3250;0;;12;089686060348;biji;1
Pop Mie Kcl ;0;3250;0;;12;089686061079;Biji;1
Pop Mie Kcl isi 12;0;35000;0;;14;20089686061028;Dos;1
Pop Mie Kcl isi 24;0;70000;0;9;14;20089686061127;Dos;1
Pop Spageti ;2900;2900;0;;12;089686945003;Biji;1
Pop ice ;10610;11500;0;;18;8992933257113;Ret;1
Populer;0;9500;0;;4;8993379260071;Pak;1
Populer;0;185000;0;;14;;Dos;1
Posh Cewek;0;18500;0;;12;8998866107464;Biji;1
Posh Cewek;0;18500;0;;12;8998866108126;Biji;1
Posh Cewek Spray;0;18500;0;8;12;8998866109918;Pshw Biji;1
Posh Cewek Spray ;0;18500;0;8;12;8998866109901;Biji;1
Posh Hijab Renteng;16500;17000;0;8;18;8998866109406;Pshwr Ret;1
Posh Man;0;18500;0;;12;8998866109888;Biji;1
Posh Man  Spray;0;18500;0;8;12;8998866107143;Pshm Biji;1
Posh Man Renteng;16500;17000;0;8;18;8998866108898;Pshmr Ret;1
Posh Man Spray;18265;18500;0;8;7;;Biji;1
Posh Man Spray;0;18500;0;;12;8998866107679;Biji;1
Posh Man Spray;0;18500;0;;12;8998866107686;Biji;1
Posh Women Renteng;0;17000;0;8;18;8998866202374;Ret;1
Posh Women Spray;0;18500;0;8;7;;Biji;1
Posh Women Spray;0;18500;0;;12;8998866106474;Biji;1
Posh Women Spray;0;18500;0;;12;8998866109734;Biji;1
Posh Women Spray;0;18500;0;;12;8998866108119;Biji;1
Posh Women Spray;0;18500;0;;12;8998866108102;Biji;1
Posh renteng;1500;1500;0;;12;;Biji;1
Potabe;0;17000;0;;18;8998866201445;Ret;1
Potato 2000;0;17500;0;;4;8994834008900;Ptt Ret;1
Potato 2000;0;68500;0;;14;18994834008907;Ptt Dos;1
Potato Jumbo;0;14000;0;;12;;;1
Povinal;0;5000;0;;12;;;1
Power F;0;20000;0;6;14;11080084;Pwr Dos;1
Pro Mild;0;30100;0;;4;8998989300391;Prmld;1
Pro merah;0;29200;0;;12;8998989121163;Prmrh;1
Promag;0;23000;0;5;4;8992858665017;Prmg Pak;1
Promag;0;7750;0;5;17;8992858665000;Prmg Rek;1
Promag;83000;87500;0;5;9;22000316;Prmg Slop;1
Protex Daun Sirih Renteng;106800;109000;0;8;14;;Dos;1
Protex Daun Sirih Renteng;4500;4750;0;;18;8998866627047;Prtxds Ret;1
Protex Night;165600;168000;0;8;14;;Dos;1
Protex Night ;7000;7500;0;;18;8998866615174;Prtxn Ret;1
Protex Night 35cm;0;10000;0;8;18;8998866502351;Ret;1
Protex Pink Renteng;0;4250;0;;18;8998866500340;Prtxpr Ret;1
Protex Pink Renteng ;88800;90000;0;8;14;;Dos;1
Protex Pink Tas;17664;18000;0;8;19;8998866602273;Prtxpt Tas;1
Protex Pink Tas;70656;72500;0;;14;;Tas;1
Protex Sirih 30 cm;0;8000;0;;18;8998866631082;Prtx ret;1
Protex Ungu Pak;0;5000;0;;4;;Pak;1
Protex Ungu Renteng;106800;110000;0;8;14;18998866500354;Dos;1
Protex Ungu Renteng;0;110000;0;;14;31190015;Dos;1
Protex Ungu Renteng ;4500;4750;0;8;18;8998866500357;Prtxur Ret;1
Protex Ungu Tas isi 12;27900;29000;0;8;19;8998866500128;Prtxut Tas;1
Protex Ungu Tas isi 6 Bsr;0;29000;0;;19;8998866500135;Tas;1
Protex Ungu Tas kecil;0;2500;0;;12;;Prtxtas Biji;1
Protex u;0;6500;0;;12;8998866500135;;1
Pucelle Kcl;0;11500;0;;12;;;1
Pucelle Kcl;0;11250;0;;12;8992222092944;;1
Pucelle Kcl ;0;11250;0;;12;8992222092906;;1
Pucelle Kcl ;0;11250;0;;12;8992222092920;;1
Pucelle Kcl ;0;11250;0;;12;8992222091961;;1
Pucelle Kcl ;0;11250;0;;12;8992222091947;;1
Pucuk;0;2500;0;;12;8996001600146;Pck Biji;1
Pucuk;0;60000;0;;14;11090021;Pck Dos;1
Pucuk;0;60000;0;;14;28996001600140;Dos;1
Pucuk Kcl;0;56500;0;;14;;Dos;1
Pucuk Kcl;0;2400;0;;12;8996001600504;Biji;1
Pudding Mini;14500;16000;0;;18;;;1
Pulpy;0;4000;0;;12;8992761166038;;1
Pulpy;0;46500;0;;9;11090090;;1
Pulsa;0;12000;0;;;;;1
Putra Bali;40000;41000;0;;14;;Pbli Dus;1
Putra Bali;4000;4250;0;20;18;;Ptrb Ret;1
Puyer 38;0;9000;0;5;15;58888872;P38 Lusin;1
Puyer 38;0;88000;0;;9;58888865;P38 Slop;1
Puyer 38;0;0;0;;14;;P38 Dos;1
RDL No 2;0;60000;0;;12;4809010740038;;1
Racik Ayam Goreng;0;16250;0;9;18;089686386066;Rcka Ret;1
Racik Ikan Goreng;0;16250;0;9;18;089686386462;Rckikn Ret;1
Racik Marinasi;0;9500;0;;18;089686386431;Ret;1
Racik Nasgor;0;16250;0;9;18;089686386011;Rckng Ret;1
Racik Tempe Goreng;0;16250;0;9;18;089686386295;Rcktg Ret;1
Racik Tp 2500;0;21000;0;9;18;089686386158;Ret;1
Rafia 1 kg;17500;18500;0;;1;01500004;Rf1 Biji;1
Rafia 1/2;9250;9750;0;;12;01510003;Rf2 Biji;1
Rafia 1/4;4500;5000;0;;12;01520002;Rf4 Biji;1
Ragi Nkl;0;12500;0;;4;8991906151885;Rgnkl Pak;1
Ragi Nkl;0;305000;0;;5;;Rgn Bal;1
Raja Tawon;0;3500;0;;12;01111118;Rjtwn Biji;1
Raja Tawon;0;35000;0;;9;;Rjtwn Slp;1
Rajawali;0;39000;0;;9;01490008;Rjwl Slop;1
Rajawali;0;191500;0;;5;01480009;Rjwl Bal;1
Rakus Balok;0;9000;0;;12;8994316011619;;1
Ramen Yes;0;3000;0;;12;;Rmnys Biji;1
Rapika 300ml;5000;5000;0;;12;;Biji;1
Raptor;0;166000;0;4;9;8991910151536;Rpt Slop;1
Raptor;0;16600;0;4;4;8991910101531;Pak;1
Raptor;0;3020000;0;;5;;;1
Rdl;0;57500;0;;12;;;1
Real Good Kotak;0;2500;0;;12;;Rlgdk Biji;1
Red Bell;0;4500;0;;12;;;1
Red Bold;0;14600;0;;4;8997018920142;Rdbld Pak;1
Region Kretek;0;9000;0;;4;8991071010024;;1
Rejoice;0;10000;0;;18;4902430697941;;1
Rejoice;0;10000;0;;18;4987176133885;;1
Relaxa;0;6000;0;;4;8991002304802;Rlxpak;1
Relaxa;0;6000;0;;4;8991002304178;Rlxpak;1
Relaxa;0;6500;0;;4;8991002330566;Pak;1
Relaxa Mint;0;6000;0;;4;8991002304017;Rlxpak;1
Remacyl;0;8500;0;5;17;8999908000101;Rmc Rek;1
Remacyl;0;192500;0;;14;8999908407009;Rmc Dos;1
Remacyl;0;8500;0;;17;68888138;Rmc Rek;1
Remi Gobui;37500;39000;0;16;14;;Rmgb Dos;1
Remi Gobui;0;3300;0;16;12;68888725;Rmgb Biji;1
Rexona;0;2100;0;;12;;Rxn Biji;1
Rexona Cewek;24000;25000;0;;18;8999999042387;Rxn Ret;1
Rexona Man;24000;25000;0;10;18;8934868015031;Rxn Ret;1
Rexona Man;0;2500;0;;12;;Biji;1
Rexona Roll;0;17000;0;10;12;8999999049454;Biji;1
Rexona Roll;0;17000;0;10;12;8999999580735;Biji;1
Rexona Women;24000;25000;0;10;18;8934868015024;Ret;1
Ring Go;32504;33500;0;;14;;Rngg Dus;1
Ring Go;4063;4350;0;20;18;;Rg Ret;1
Ringgo;0;33000;0;;14;;;1
Rinso 1000;0;5000;0;;18;8999999558062;Ret;1
Rinso 1000;0;102500;0;10;14;08999999188993;Dos;1
Rinso 1000;0;5000;0;;18;8999999558079;Ret;1
Rinso 1000;0;5000;0;;18;8999999558086;Ret;1
Rinso 5000;0;4400;0;;12;8999999587727;Biji;1
Rinso 5000;76500;78000;0;10;14;;Dos;1
Rinso 5000;0;4400;0;;12;8999999587734;Biji;1
Rinso Cair 500;0;5000;0;10;15;8999999586591;Ret;1
Rinso Cair 500;0;10000;0;;4;;Pak;1
Riry;4150;4400;0;20;18;;Rr Ret;1
Riry ;41500;42500;0;;14;;Rr Dus ;1
Rohto Cool;15500;16000;0;;12;8992821100118;Rht Biji;1
Rokok AR;0;5000;0;;4;;;1
Roll 03--10;0;14500;0;;12;13130060;;1
Roll 03--11;0;16000;0;;12;13130077;;1
Roll 03--5;0;8000;0;;12;13130015;;1
Roll 03--6;0;9000;0;;12;13130022;;1
Roll 03--7;0;11000;0;;12;13130039;;1
Roll 03--8;0;12000;0;;12;13130046;;1
Roll 03--9;0;13500;0;;12;13130053;;1
Roll..03--12;0;18000;0;;12;13130084;;1
Roma Arden;0;18000;0;;16;;Box;1
Roma Kelapa;0;58500;0;;5;01690002;Rmklpbal;1
Roma Kelapa;0;230000;0;;14;38996001301143;Rmklpdos;1
Roma Kelapa;0;8400;0;;12;8996001301142;Rmklpbiji;1
Roma Kopyor;0;41500;0;;5;;Rmkpyr Bal;1
Roma Kopyor;0;7000;0;;12;;Rmkpyr Biji;1
Roma Malkin Ijo;0;8100;0;;12;8996001312353;Rmmlks Biji;1
Roma Malkis Abon;0;35000;0;;5;;Rmmlks Bal;1
Roma Malkis Abon ;0;6000;0;;12;8996001302323;Rmmlks Biji;1
Rose Cream;35000;37500;0;;5;25884449;;1
Rose Cream;0;107500;0;;14;;;1
Rose Cream ;0;5500;0;;12;8993083931281;;1
Rotal;0;4500;0;;11;;;1
Roti 1000;0;22500;0;;20;01560008;Rt1 Iket ;1
Roti 1000;0;4500;0;;4;01570007;Rt1 Pak;1
Roti 2000;0;1750;0;;12;70089561;Rt2 Biji;1
Roti 2000;0;1750;0;;12;8993319080011;Biji;1
Roti 2000;0;1750;0;;12;8990007100129;Biji;1
Roti 2000;0;1750;0;;12;8993319080066;Biji;1
Roti 2000;0;1750;0;;12;01580006;Biji;1
Roti 2000;0;1750;0;;12;8993319080004;Biji;1
Roti 2000 isi 60;0;103000;0;;14;;Dos;1
Roti 500;21500;22500;0;;20;01540000;Rt5 Iket;1
