Produk;Harga Pokok;Harga Jual;Stok;Grup Produk;Satuan;Barcode;Kode Produk;Non Stok
234 12;1;193000;0;4;9;8999909000605;2341 Slop;1
234 12;0;19400;0;4;4;8999909028234;2341 Pak;1
234 12 Edisi;0;19300;0;4;4;8999909000629;34e Pak;1
234 12 Edisi;0;192500;0;4;9;8999909000698;34e Slop;1
234 16;0;25500;0;4;12;8999909010567;23416 Pak;1
234 16;0;255000;0;4;9;8999909005860;23416 Slop;1
234 Refil;0;213000;0;4;9;8999909038899;234rfl Slop;1
234 Refil;0;21400;0;4;4;8999909028999;234rfl Pak;1
234 Refil tepak;0;25000;0;;;8999909012516;Biji;1
76 10;0;112000;0;4;9;8991906151762;7610 Slop;1
76 10;0;11250;0;4;4;8991906101767;7610 Pak;1
76 12;0;15600;0;4;4;8991906101668;7612 Pak;1
76 12 ;0;156000;0;4;9;8991906151663;7612 Slop;1
76 16;0;21000;0;4;4;8991906101729;7616 Pak;1
76 16;0;209000;0;4;9;8991906151724;7616 Slop;1
76 Apel;13500;13600;0;;;8991906106250;;1
76 Apel;0;137000;0;;9;;Slop;1
76 Apel Royal;0;14650;0;;12;8991906106311;Aplryl Biji;1
76 Apel Royal;0;146000;0;;;8991906156316;Aplryl Slop;1
76 Kurma;0;14300;0;4;12;8991906101781;76k Pak;1
76 Madu;0;13650;0;4;4;8991906101774;76md Pak;1
76 Madu;0;136000;0;;9;8991906151779;76md Slop;1
76 Mangga;0;14500;0;4;4;8991906101811;76mgg Pak;1
76 Mangga;0;145000;0;4;9;8991906151816;76mgg Slop;1
76 Nanas;0;13600;0;;4;8991906102511;76nns Pak;1
76 Nanas;0;136000;0;;9;8991906152516;76nns Slop;1
76 Royal;0;15500;0;;;8991906106182;Pak;1
76 Royal;0;155000;0;;9;8991906156187;Slop;1
A Mild Edition;0;290000;0;4;9;8999909006959;Amldedtn Slop;1
A Mild Edition;0;29000;0;4;4;8999909006942;Amldedtn Pak;1
A Mild Lama;0;33750;0;4;12;8999909096004;Amld Pak;1
Abc Kcl;0;9000;0;16;4;86828680;Abckcl Pak;1
Abc Kcl;0;54000;0;16;14;8886022830243;Abckcl Dos;1
Abc Remot Biru;0;21000;0;16;18;8886022941802;Abcrmt Ret;1
Abc Remot Hitam;0;26000;0;16;18;8886022941123;Abcrmt Ret;1
Abc botol kaca;17750;18000;0;;12;711844120013;Biji;1
Abon;0;4250;0;12;12;68888343;Abn Biji;1
Adem Sari;0;1900;0;16;12;8997239630103;Biji;1
Adem Sari Cingku;0;6500;0;16;7;8992772586030;Biji;1
Adem Sari Isi 24;0;51000;0;;4;8992772122245;Pak;1
Adem Sari isi 8;0;17000;0;16;4;8997239630431;Pak;1
Adem sari ;2150;2250;0;;12;;Biji;1
Aga;0;155000;0;4;9;8999909000995;Slop;1
Aga;0;15550;0;4;4;8999909000988;Pak;1
Agar Satelit;0;28000;0;12;4;8992705025100;Dos;1
Agar Satelit;0;28000;0;12;14;8992705045108;Dos;1
Agar Satelit;0;28000;0;;14;8992705015101;Dos;1
Agar Satelit;0;2400;0;;12;;Biji;1
Agar Satelit Super;0;47000;0;12;;8992705025025;Dos;1
Agar Satelit Super;0;4000;0;;12;8992705021027;Biji;1
Agar Satelit Super;0;47000;0;;14;8992705015026;Dos;1
Agar Satelit Super;0;4000;0;;12;8992705011028;Biji;1
Agar Satelit Super;0;4000;0;;12;8992705041025;Biji;1
Agar Satelit Super;0;47000;0;;14;8992705045023;Dos;1
Aito;0;12000;0;16;12;8997219420038;Biji;1
Aks 12;0;14700;0;4;4;8998989500128;Pak;1
Aks 12;0;146500;0;4;9;8998989850049;Slop;1
Aks 16;0;16750;0;4;4;8998989500166;Pak;1
Aks Baru;0;145500;0;4;4;8998989501125;Pak;1
Alamo Bsr;0;35000;0;11;14;00000000;Dos;1
Alamo Bsr;0;3000;0;11;12;8993412101057;Biji;1
Alamo Tg;0;35000;0;11;14;01000009;Dos;1
Alamo Tg ;0;1500;0;11;8;8993412101040;Biji;1
Alco;0;2000;0;;12;;Biji ;1
Ale Ale;0;20000;0;6;14;10868201;Alal Dos;1
Ale-Ale Ice Jeruk ;1600;2000;0;;12;8998866820837;Ale;1
Alfa Coklat;0;20000;0;12;12;8993037001046;Alfcklt Biji;1
Amplop;0;5000;0;16;4;8995757827241;Amplp Pak;1
Amplop;0;22000;0;;9;68888596;Amp Slop;1
Amplop;0;5000;0;;4;68888602;Pak;1
Amplop ;1000;1000;0;;12;;Biji ;1
Amplop 3 Biji;0;500;0;;12;;Amp Biji;1
Amplop Coklat Tali;900;1500;0;;12;;Amptck Biji;1
Amplop Grandia;13500;14000;0;;4;8997232810007;Ampgrn Pak;1
Amplop Grandia;135;200;0;;12;;Ampgrnd Biji;1
Amplop Mini;0;4000;0;;4;;Amplop Pak;1
Anais;0;25500;0;13;7;8992895141208;Ans Biji;1
Anak Mas;0;8500;0;;18;089686033007;Ankms Ret;1
Anak Mas;0;8500;0;;18;089686033021;Ankms Ret;1
Andalan;15000;16000;0;;;8997011200531;Andln Pak;1
Andalan;0;230000;0;;14;;Dos;1
Anget Sari Ss Jahe;0;11000;0;11;18;8992933453119;Agtssj Ret;1
Anlene;0;26000;0;11;18;9415007040026;Anln Ret;1
Anlene Gold;0;30000;0;11;18;9415007056850;Anln Ret;1
Antalgin;0;4000;0;5;17;48888844;Antlg Rek;1
Antalgin;32500;37500;0;5;14;8993515361365;Antlgn Dos;1
Antangin;0;36000;0;5;14;8992003782347;Antgn Dos;1
Antangin;0;3100;0;5;12;8992003782354;Antgn Biji;1
Antangin Anak;0;9000;0;5;14;8992003783672;Antgna Dos;1
Antangin Permen;0;6250;0;17;4;8992003783375;Antgnp Pak;1
Antimo;0;4750;0;5;4;8993498210230;Antm Pak;1
Aoka;0;2000;0;;12;8997225840035;Aka Biji;1
Aoka;0;2000;0;17;12;8997225840011;Biji;1
Aoka;0;2000;0;;12;8997225840028;Biji;1
Aoka;0;2000;0;;12;8997225840134;Biji;1
Aoka;0;2000;0;;12;8997225840189;Biji;1
Aoka;0;115000;0;;14;31190060;Aka Dos;1
Aoka;0;2000;0;;12;8997225840264;Biji;1
Aoka;0;2000;0;;12;01590005;Biji;1
Aoka Gulung;0;9000;0;;4;;Aokg Pak;1
Apache 12;0;19200;0;4;4;8994729100245;Apc12 Pak;1
Apache 12;0;182000;0;4;9;8994729200242;Apc12 Slop;1
Apache 16;0;21500;0;4;4;8994729100122;Apc16 Pak;1
Apache 16;0;212000;0;;9;8994729200129;Apc16 Pak;1
Aqua Bsr;0;52500;0;11;14;01100006;Dos;1
Aqua Bsr;0;4500;0;;8;8886008101091;Biji;1
Aqua Tg ;0;50000;0;11;14;01111002;Dos;1
Aqua Tg ;0;2250;0;;8;;Biji;1
Aquviva Kcl;0;19000;0;;9;;Slop;1
Aquviva Kcl;0;850;0;;12;(90)MD122882003700438;Biji;1
Aquviva Tg;0;2000;0;;12;8998866632287;Biji;1
Aquviva Tg;0;23000;0;;9;;Slop ;1
Arang Bungkus ;2000;2250;0;;4;;Arang Bks;1
Arang Iket;4000;4500;0;;20;;Arang Iket;1
Ares;0;165000;0;4;9;18997207190131;Ars Slop;1
Ares;0;16500;0;;4;8997207190134;Ars Pak;1
Arta Ijo;0;30000;0;;1;11223290;Arti Kg;1
Arta Kupas;27000;30000;0;12;1;68888251;Artkps Kg;1
Asam Jawa;0;18500;0;;14;11111191;Asmj Dos;1
Astor Singles;0;17500;0;;16;8996001357088;Astrsgls Box;1
Atira 2000;16500;17000;0;;5;;Bal;1
Atom 500;0;4250;0;;18;;Atm5 Biji;1
Atom 5000;0;45000;0;;5;38888854;Atm5 Bal;1
Atom Panda 5000;0;4600;0;17;12;;Atmp5 Biji;1
Atom Pusaka 5000;0;44000;0;17;5;;Atmp5 Bal;1
Atom Pusaka 5000;0;4500;0;;12;8991004026924;Atmp5 Biji;1
Autan;5250;5500;0;16;18;8998899004105;Atn Ret;1
BMX Es Kopyor;33000;34000;0;;16;;Bmxe;1
BMX Melon;33000;34000;0;;14;;Bmxm Dus;1
BMX Ring Keju;33000;34000;0;;14;;Bmxr Dus;1
Babalon;0;16500;0;17;23;8992919025088;Bbl;1
Babol;0;10500;0;17;4;8991115012021;Bbl;1
Babol;0;10500;0;17;4;8990800016757;;1
Babol;0;10500;0;;4;8990800019802;Pak;1
Baby Happy L1;0;76500;0;8;14;18998866500514;Dos;1
Baby Happy L1;0;10000;0;8;18;8998866500517;Ret;1
Baby Happy M1;0;10000;0;8;18;8998866500463;Ret;1
Baby Happy M1;0;76500;0;;14;18998866500460;Dos;1
Baby Oil;0;11500;0;;12;8998103004488;Bbyo Biji;1
Baby Oil b;11330;20000;0;16;12;8888103205018;Bbyo Biji;1
Baby Shake;0;17000;0;17;5;8997231030239;Bbys Pak;1
Baby Shake;0;67000;0;17;14;;Bbys Dos;1
Baby happy XL ;10000;12000;0;;18;;Ret;1
Baking Powder Rw;8000;8500;0;12;4;13130138;Bkngp Pak;1
Baking Powder Rw;0;850;0;;12;8994326102383;Bkngp Biji;1
Balado;0;7000;0;;4;;Jajan Pak;1
Balado;0;125000;0;;5;;Jajan Bal;1
Balap;64000;66000;0;;14;;Blp Dus;1
Balap;16000;17000;0;20;5;;Blp2 Bal;1
Balsem Lang Bsr;0;9000;0;15;12;8993176120028;Blsmlng Biji;1
Balsem Lang Kcl;0;5100;0;15;12;8993176120035;BlsmLng Biji;1
Balsem Lang Kcl;0;60000;0;15;14;;Blsmlg Lusin;1
Bango 1000;0;10000;0;9;18;8999999533496;Bngo Ret;1
Bango Btl Tg;0;22000;0;9;12;8999999002503;Bngo;1
Barakat;3600;3750;0;8;12;;Bt;1
Basreng ;35000;36000;0;;20;;Bsrng Iket;1
Basreng Dua Saudara;8750;9500;0;20;4;38888823;Bsrg;1
Batu Korek;0;9000;0;16;4;22000286;Btk Pak;1
Bawang Putih ;0;37500;0;18;1;11040064;Bwgpt Kg;1
Bawang Putih Bubuk;0;5000;0;18;18;8997210720175;Bwgph Ret;1
Bawang Putih renteng;0;4000;0;18;18;11050094;Bwgph Ret;1
Baygon B;0;4000;0;;12;8998899001579;Biji;1
Baygon Bakar Bsr;0;4000;0;13;12;8998899001623;Bygnbkrb Biji;1
Baygon Bakar Kcl;0;3000;0;13;12;8998899001500;Bygnbkrkcl Biji;1
Baygon Spray;0;16000;0;16;12;8998899995113;Bygnspry Biji;1
Baygon Spray;0;15500;0;16;12;8998899996332;Biji;1
Baygon Spray;0;15500;0;16;12;8998899400341;Biji;1
Baygon Spray;0;190000;0;;14;22000217;Bygnspry Slop;1
Baygon Spray Bsr;0;34000;0;16;12;;Bygn Biji;1
Baygon Spray Kcl;0;15500;0;16;12;8998899400358;Biji;1
Baygon Spray Kcl;0;185000;0;16;14;18998899400355;Dos;1
Baygon Spray Kcl;0;15500;0;16;12;8998899400327;Biji;1
Bdk Cusson Bsr;0;10000;0;;12;;Bdkcb Biji;1
Bdk Cusson Kcl;0;5000;0;;12;;Bdkck Biji;1
Bdk Cusson Kcl;0;5500;0;;12;8998103018508;Biji;1
Bdk Cusson Kcl;0;5500;0;;12;8998103018515;Biji;1
Bdk Cusson Kcl;0;5500;0;;12;8998103018492;Biji;1
Bdk Cusson Mini;2865;3250;0;13;12;;Bdkcm Biji;1
Bdk Cusson Mini;0;3250;0;;12;8998103018478;Biji;1
Bdk Cusson Mini;0;3250;0;;12;6564814407096;Biji;1
Bdk Cusson Tg;0;7000;0;;12;;Bdkct Biji;1
Bdk Cusson Tg;0;7000;0;;12;88820309;Biji;1
Bdk Cusson Tg;0;7000;0;;12;8998103000589;Biji;1
Bdk Cusson Tg;0;7000;0;;12;8998103011813;Biji;1
Bdk Kodomo 200 gr;0;8500;0;8;12;8998866104975;Bdkk Biji;1
Bdk Kodomo 200 gr;0;8500;0;;12;8998866103862;Biji;1
Bdk Kodomo 50 gr;26640;28000;0;8;15;;Bdkk Lusin;1
Bdk Kodomo 50 gr;0;2350;0;;12;8998866104968;Biji;1
Bdk Kodomo 50 gr ;0;2250;0;;12;(90)NA18171001743(91)200802;Biji;1
Bdk Kodomo 50g;0;2500;0;;12;;Bdkk Biji;1
Bdk Pixy Refil;0;24500;0;16;12;8992222071451;Bdkpxr Biji;1
Bdk Pixy Refil;0;24500;0;;12;8992222071130;Biji;1
Bdk Pixy Refil;0;24500;0;;12;8992222071871;Biji;1
Bear Brand ;0;9750;0;;7;8992696404441;Brbrnd Biji;1
Bebeto 2000;17250;17500;0;20;5;8994834008443;Bbt Ret;1
Bebeto 2000;0;69000;0;;14;18994834008440;Bbt Dos;1
Bebeto 2000;17250;17500;0;20;5;;Ball;1
Bedak Cusson 350gr Berries;16496;17000;0;;12;8998103012308;Cusson350;1
Bedak Cusson 350gr Sakura;16496;17000;0;;;8998103000688;Cusson350;1
Bedak Cusson 350gr Vanilla;16496;17000;0;;12;8888103201317;Cusson350;1
Bedak Kodomo 200 + 50g;0;9000;0;;12;8998866106641;Kdm200 Biji;1
Bedak Kodomo 200 + 60g;0;10500;0;;12;8998103012247;Kdm200;1
Bedak Kodomo 200 + 60g;0;10500;0;;12;8888103201218;Kdm200;1
Bedak Kodomo 200 gr;0;8500;0;;12;8998866105002;Biji;1
Bedak Kodomo 300 gr;0;11000;0;;12;8998866104340;Biji;1
Bedak Kodomo 300 gr;0;11000;0;8;12;8998866106658;Biji;1
Bejo;0;27000;0;;14;8993058304812;Bjo Dos;1
Bejo;0;2350;0;;12;8993058304201;Bj Biji;1
Bekoh Sapu;0;43000;0;;9;;Slp;1
Bekoh Sapu;0;212500;0;;5;;;1
Benang 5k;0;5000;0;;12;;Biji;1
Benang Jahit;56000;60000;0;16;5;;Bngjht Bal;1
Benang Jahit ;0;12000;0;;15;68888022;Bngjht Lusin;1
Benang Kasur Angsa;28500;30000;0;16;14;68888039;Bngksr Dos;1
Benang Layangan 10rb;0;10000;0;;;;Bly10 Biji;1
Benang Layangan 15rb;0;15000;0;;;;Bly15 Biji;1
Benang Layangan 20rb;0;20000;0;;;;Bly20 Biji;1
Benang Layangan 25rb;0;25000;0;;;;Bly25 Biji;1
Benang Layangan 6rb;0;6000;0;;;;Bly6 Biji;1
Bendera Klng Coklat ;0;12000;0;;7;8992753102204;Bndrkc Biji;1
Bendera Klng Putih ;0;12000;0;;7;8992753101207;Bndrkp Biji;1
Bendera Kotak;0;2600;0;;12;8992753182008;;1
Bendera Kotak;0;97000;0;;14;;Dus;1
Bendera Sst;0;147500;0;;14;;Dos ;1
Bendera Sst Coklat ;0;7500;0;;4;8992753102303;Pak;1
Bendera Sst Putih ;0;7500;0;;4;8992753031900;Pak;1
Beng-beng ;0;36000;0;17;14;8996001354131;Bgbg Dos;1
Beras;0;0;0;;1;11020004;Kg;1
Beras;0;0;0;;6;;Sak;1
Beras 1 kg;0;13200;0;;6;;Brs 1 Sak;1
Beras Anak Gunung 10;134000;137000;0;;6;10000090;Ankg;1
Beras Anak Gunung 25;0;340000;0;;6;11010005;Ankg;1
Beras Anak Gunung 5;0;69500;0;;6;10000083;Ankg;1
Beras Aura Ijo;0;280000;0;;6;;Brsaur Sak;1
Beras Bulog;0;600000;0;;6;;Blg;1
Beras Bulog;0;12000;0;;1;07643798;;1
Beras Jagung;0;9200;0;;1;11010043;Brsj Kg;1
Beras Jagung 25;0;195000;0;;6;;;1
Beras Jagung 5 kg;43750;47000;0;3;6;11010029;Brsj Biji;1
Beras Jbu 25;0;317500;0;;6;;Jbu;1
Beras Jbu 5 kg;0;65000;0;;6;;Jbu;1
Beras Kepompong 1 kg;15100;15750;0;;12;;Biji;1
Beras Kepompong 10 kg;143000;149000;0;;6;10000069;Sak;1
Beras Kepompong 2.5 kg;0;37500;0;;12;;Sak;1
Beras Kepompong 25 kg;355000;375000;0;;6;10000076;Sak;1
Beras Kepompong 3 kg;44100;46000;0;;6;10000045;Sak;1
Beras Kepompong 5 kg;72250;75000;0;;6;10000052;Sak;1
Beras Ketan;0;24000;0;;1;11010050;Brsktn Kg;1
Beras Ketan  25 kg;0;595000;0;;6;11010036;Brskt Sak ;1
Beras Mawar;0;285000;0;;6;25896343;Brsmwr Sak;1
Beras Montong;0;342500;0;;6;;Brsm;1
Beras Montong;0;13750;0;;1;;Bsm;1
Beras Nagayana 10 kg;0;135000;0;;6;;Ngyn;1
Beras Nagayana 25 kg;0;335000;0;;6;;Ngyn Sak;1
Beras Nagayana 5 kg;0;68000;0;;6;;Ngyn Sak;1
Beras PC Besuk;0;275000;0;;6;;Brspc Sak;1
Beras Pena 10kg;127000;128500;0;;6;;Pena10 Sak;1
Beras Pena 25kg;315000;320000;0;;6;;Pena25 Sak;1
Beras Polos 10 kg;0;112000;0;;12;;Brs1;1
Beras Polos A 25kg;0;345000;0;;6;;Brspls Sak;1
Beras Tani;0;315000;0;;6;55633208;Brstn;1
Beras Tinta 10 kg;0;135000;0;3;6;10000021;Sak;1
Beras Tinta 25 kg;0;337500;0;3;6;10000038;Sak;1
Beras Tinta 3 kg;0;41500;0;3;6;66522485;Sak;1
Beras Tinta 5 kg;0;68000;0;3;6;10000014;Sak;1
Beras Zakat 2.5 kg;0;34000;0;;12;;Zkt;1
Beras Zakat 3 kg;0;41000;0;;12;;Zkt Biji;1
Big Babol;0;10500;0;17;4;8991115010027;Bgb Pak;1
Big Bos;0;4000;0;;4;8997009490029;Bgbs Pak;1
Big Bos;0;4000;0;;4;68888626;Pak;1
Big Bos;0;39000;0;;5;68888619;Bgbs Bal;1
Bihun Jago;0;36000;0;;5;11080008;Bhnj Bal;1
Bihun Jago;0;1850;0;;12;22000163;Bhnj Biji;1
Bihun Jagung;76230;78000;0;;5;11080022;Bhnjg Bal;1
Bihun Jagung;0;5250;0;;18;8997011700093;Bhnjg Ret;1
Bihun Nus;44000;46000;0;;5;11080015;Bhnns Bal;1
Bihun Nus;2200;2350;0;;12;8991906151786;Bhnns Biji;1
Bihun Tunas;0;6250;0;;12;8997217582028;Bhntn Biji;1
Biji Selasih;0;9000;0;;11;;Slsh Ons;1
Bimoli 1 ltr;18800;19250;0;9;12;8992628022156;Bml1 Biji;1
Bimoli 2 ltr;36833;37500;0;9;12;;Bml2 Biji;1
Binotal;0;70000;0;;17;48888875;Bntl Ret;1
Binotal;0;15000;0;;12;;Biji;1
Bintang 7;0;8500;0;5;15;8993058000929;Bntg7 Lusin;1
Bio 1000;0;17000;0;12;4;8991906151922;Pak;1
Bio 1000;0;850;0;;12;8998008152130;Biji;1
Bio 1000;0;245000;0;;14;11223221;Dos;1
Bio 500;0;2600;0;;18;8998008152109;Ret;1
Bio 500;0;21000;0;12;5;41190012;Bal;1
Bio 5000;0;45000;0;12;4;8991906151939;Pak;1
Bio 5000;0;535000;0;;14;;Dos;1
Bio 5000;0;4500;0;;12;8998008152079;Biji;1
Bio Bsr;0;10800;0;12;12;8998008152086;Biji;1
Bio Bsr;0;107500;0;;5;8991906151953;Bal;1
Black Capucino;0;31700;0;4;4;8991906101170;Blckc Pak;1
Blaster;0;6500;0;;4;8991102230308;Blstr Pak;1
Blaster;0;6500;0;;4;8991102991384;Pak;1
Bloxx;0;66000;0;;14;;Blx Dus;1
Bloxx ;16250;17000;0;20;5;;Blx Bal;1
Blue Band;0;43000;0;12;1;;Blbnd Kg;1
Bodrex;0;9000;0;5;4;8999908000200;Pak;1
Bodrex;0;98000;0;;14;22000293;Bdrx Slop;1
Bodrex;0;4500;0;;17;;Bdrx Rek;1
Bodrex Extra;0;2500;0;5;17;8999908285003;Bdrxextr Rek;1
Bodrex Extra;0;55000;0;;14;8999908285102;Bdrxextr Dos;1
Bodrex Flu Batuk ;0;2500;0;5;17;8999908057709;Bdrxflbtk Rek;1
Bodrex Flu Batuk ;0;53000;0;5;14;8999908057808;Dos;1
Bodrex Migra;0;2500;0;5;17;8999908071903;Bdrxmgr Rek;1
Bodrex Migra;0;57500;0;;14;8999908072009;Dos;1
Bodrexin;0;5000;0;5;4;8999908000705;Bdrxn Pak;1
Bodrexin;0;57500;0;5;9;22000309;Dos;1
Bodrexin;0;5000;0;;4;(90)DBL7222708910A1(91)240531;Pak;1
Boncabe Level 15;0;10000;0;;18;8995899250143;Bncb Ret;1
Boncabe Level 30;0;10000;0;;18;8995899250150;Bncb Ret;1
Boncabe Level 50;0;10000;0;;18;8995899215036;Bncb Ret;1
Boom;0;102000;0;8;14;;Bmp Dos;1
Boom ;0;9000;0;8;24;8998866626835;Bm Paket;1
Boom Cinta;0;102000;0;;14;;Bmcnt Dos;1
Botol;0;1500;0;;12;68888664;;1
Botol Saos;0;2000;0;;12;66666660;Biji;1
Boyki;8375;8500;0;20;18;;Byk Ret;1
Buku Ekspedisi;9700;10000;0;;12;8991389241578;Bkeks Biji;1
Buku Folio;17000;18000;0;;12;8991389243374;Bkfl Biji;1
Buku Octavo;5300;5500;0;;12;8991389241561;Bkoct Biji;1
Buku Qwarto;9700;10500;0;;12;8991389241592;Bkqrt Biji;1
Buku Sidu 32;0;28000;0;16;5;8991389300091;Bksd Bal;1
Buku Sidu 38;0;30000;0;16;5;8991389300107;Bksd Bal;1
Buku Sidu Gambar;0;18500;0;16;5;8991389301036;Bksdg Bal ;1
Buku Sidu Halus;0;31000;0;16;5;8991389300121;Bksdhls Bal;1
Buku Sidu Kotak;0;32000;0;;5;8991389300114;Bksdk Bal;1
Buku Sidu Kotak Vision;0;32000;0;16;5;876547895757;Bksdk Bal;1
Buku Sidu Skola;0;28000;0;16;5;;Bksds Bal;1
Buku Tabungan;380;500;0;;12;;Bktb Biji;1
Buku sidu;3500;3500;0;;12;;Biji;1
Buku sidu gambar ;3700;4000;0;;12;;Biji;1
Bulog 10kg;0;120000;0;;6;;;1
Bumbu Bakso;0;5000;0;12;18;8995102703091;Bmbbks Ret;1
Bumbu Goreng 509;0;5000;0;;18;8997210721264;Ret;1
Bumbu Kuah;0;5000;0;;18;8997210721271;Ret;1
Bumbu Sop;0;5000;0;12;18;8995102703138;Bbsp Ret;1
Bunga Gem;0;14000;0;;4;;Bnggem Pak;1
Buter Cream;0;26000;0;12;1;68888480;Btrcrm Kg;1
Buter Cream 5 kg;0;120000;0;12;12;;Btrc Bak;1
CD Nelayan 3 biji;0;1000;0;;12;;;1
Cabe Bubuk;0;5000;0;12;18;8997210720625;Cbbbk Ret;1
Caffeno;0;20000;0;;18;8991998114218;Ret;1
Caffeno;0;20000;0;;18;8991998114317;Cffn Ret;1
Caffeno;0;20000;0;;18;8991998116816;Ret;1
Caffeno;0;20000;0;;18;8991998116717;;1
Caladine;0;17500;0;;8;;Cldn Botol;1
Camel;0;16600;0;;4;8997217370311;Cml Pak;1
Camel;0;165500;0;;9;8997217370328;Cml Slop;1
Camilan;0;0;0;;;;Cml;1
Camilan 1000;0;8500;0;;18;28888895;Ret;1
Camilan 2000;0;17000;0;;5;38888809;Bal;1
Camilan 2000 (isi 4 pak);0;67000;0;;14;;Dus;1
Camilan 2000 isi 10;0;17000;0;;5;;Bal;1
Camilan 2000 isi 5;0;9000;0;;5;;Bal;1
Camilan 500;0;4250;0;;18;28888888;Ret;1
Casablanca Btl Bsr;12516;13500;0;13;12;;Csblc Biji;1
Casablanca Btl Bsr;0;13500;0;;12;8992832601215;Biji;1
Casablanca Btl Bsr;0;13500;0;;12;8992832602137;Biji;1
Casablanca Btl Bsr;0;13500;0;;12;8992832601192;Biji;1
Casablanca Btl Bsr ;0;13500;0;;12;8992832602731;Biji;1
Casablanca Btl Bsr ;0;13500;0;;12;8992832604124;Biji;1
Casablanca Btl Kcl;7038;8000;0;13;12;;Csblcbtl Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832601031;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832602113;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832601017;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832601048;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832602748;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832601062;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832602120;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832604117;Biji;1
Casablanca Btl Kcl;0;8000;0;;12;8992832601055;Biji;1
Casablanca Deo Kcl;12516;13500;0;13;12;;Csblcdeo Biji;1
Casablanca Deo Kcl;0;13500;0;;12;8992832601420;Biji;1
Casablanca Deo Kcl;0;13500;0;;12;8992832601413;Biji;1
Casablanca Deo Kcl;0;13500;0;;12;8992832601376;Biji;1
Casablanca Deo Kcl;0;13500;0;;12;8992832601383;Biji;1
Casablanca Deo Kcl;0;13500;0;;12;8992832603998;Biji;1
Casablanca Deo Kcl;0;13500;0;;12;8992832601390;Biji;1
Casablanca Deo Tg;0;16500;0;;12;8992832601444;Csblcdeot Biji;1
Casablanca Deo Tg ;0;16500;0;;12;8992832601499;Biji;1
Casablanca Deo Tg ;0;16500;0;;12;8992832601505;Biji;1
Castol;3833;4000;0;13;12;8997223620035;Cstl Biji;1
Castol;0;48000;0;;16;;Cstl Dos;1
Cd Nelayan;0;22500;0;;10;01310009;Cdn Pres;1
Cd Nelayan;0;220000;0;;5;;Bal;1
