nama,harga_beli,harga_jual,stok,satuan,barcode,kode
Close Up,75271,76500,0,Lusin,8999999574376,Clsup Lusin
Close Up,0,6500,0,Biji,8999999574376,Clsup Biji
Cloud 9,0,11000,0,Batang,8996196226459,CLD box
Club Botol,0,20000,0,Dos,,Clb Dos
Club Mini,0,17500,0,Dos,11111184,Dos
Coca Cola,0,4250,0,Biji,8992761002015,Cccl Biji
Coca Cola,0,47500,0,Slop,,Cccl Slop
Coffee Candy,0,6000,0,Pak,8991002307209,Cfcnd Pak
Coklat Crunchy,0,9000,0,Pak,,Ckltcr Pak
Coklat Lestari,0,10000,0,Biji,,Ckltl Biji
Coklat lestari 250g,4437,4750,0,Biji,8993104160065,Biji
Cone Snack,49500,51000,0,Dos,,Cnsck Dus
Cone-Snack Kuning,4125,4400,0,Ret,,Cns Ret
Cone-Snack Merah,4125,4400,0,Ret,,Cns Ret
Cone-Snack Oren,4125,4400,0,Ret,,Cns Ret
Cone-Snack Putih,4125,4400,0,Ret,,Cns Ret
Confidence L,0,5100,0,Biji,8992959930526,ConfiL Biji
Crayon Titi,27500,30000,0,Pak,8993988270034,Crytt Pak
Crayon Titi 12,14500,16000,0,Pak,8993988270027,Crytt Pak
Cremy Lattee,0,12500,0,Ret,8998666001306,Crmlt Ret
Ctm,0,1250,0,Pak,8993515100537,Pak
Ctm,0,27500,0,Dos,,Dos
Cuka,0,1400,0,Biji,,Ck Biji
Cuka Botol,0,4000,0,Biji,8993366201117,Ck Biji
Cup Agar Tutup isi 50,0,7000,0,Slop,,Mkagt Slop
Cup Kukus,0,18500,0,Slop,68888411,Cpkk Rol
Cup Kukus,0,750,0,Biji,68888428,Cpkk Rol
Cup Lumpur,0,32500,0,Slop,68888435,Cplmpr Rol
Cup Lumpur,0,750,0,Biji,68888442,Cplmpr Tab
Cup Mie Gelas Uk 10,0,10000,0,Pasang,,Rol
Cup Onde,0,18500,0,Pasang,68888398,Cpond Rol
Cup Onde,0,750,0,Biji,68888404,Cpond Tab
Cup Pikang,0,21000,0,Slop,,Slp
Cup Pop Ice Uk 14/16,0,9000,0,Slop,68888459,Slop
Cup Pop Ice Uk 16,0,9000,0,Slop,,Slop
Cup Sambel 25,7500,9000,0,Pak,68888473,Cpsmbl Pak
Cup Sambel 35,9000,11000,0,Pak,68888466,Cpsmbl Pak
Cup Ten Ten,0,8000,0,Slop,,Tenten
Cup pikang,1500,1500,0,Pak,,Pak
Cussons baby gift basic bag purple,37600,39500,0,Pak,8998103004846,Pcs
Cussons baby gift complete bag pink,53700,56000,0,Pak,8888103208026,Pcs
Cussons baby gift daily set,25100,27000,0,Pak,,Pcs
Daia 10.000,0,9000,0,Biji,,Biji
Daia 1000,0,57000,0,Dos,,Di Dos
Daia 1000,0,5000,0,Ret,8998866604956,Di Ret
Daia 1000,0,5000,0,Ret,8998866618281,Ret
Daia 1000,0,5000,0,Ret,8998866608701,Ret
Daia 1000,0,5000,0,Ret,8998866610230,Ret
Daia 10rb,0,9000,0,Biji,8998866609043,Di Biji
Daia 5000,0,4400,0,Biji,8998866601429,Di Biji
Daia 5000,0,102500,0,Dos,,Di Dos
Daia 5000,0,4400,0,Biji,,Biji
Daia 5000,0,4400,0,Biji,8998866604963,Biji
Dairy,0,12000,0,Biji,8997214881254,Biji
Dancow,0,4000,0,Biji,,Dncw Biji
Dancow Coklat,0,36000,0,Ret,8992696525030,Dncw Ret
Dancow Putih,0,36000,0,Ret,8992696525054,Dncw Ret
Dandang 1000,0,9000,0,Ret,8994286110046,Dndg Ret
Dandang 2000,0,18000,0,Ret,8994286149107,Dndg Ret
Daun Sirih isi 2,0,12000,0,Ret,8992959974582,Dnsrh2 Ret
Detol,0,42000,0,Lusin,,Sbndtl Lusin
Diapet,0,65000,0,Dos,,Dos
Diapet,0,5000,0,Bungkus,8998777144060,Dpt Rek
Dilan Bar,0,20000,0,Batang,8992775004579,Dlnbr Box
Dilan Caramel,0,20000,0,Batang,8992775002599,Dlncrml Box
Dilan Cookies,0,20000,0,Dos,8992775100059,Dlncks Box
Dilan Cream,0,20000,0,Dos,8992775100257,Dlncrm Box
Dilan Sandwich,0,17000,0,Bal,8992775004951,Dlnsndwch Bal
Dilan Wafle,0,20000,0,Batang,8992775311783,Dlnwfl Box
Diplomat,0,23700,0,Pak,8994214110124,Dplmt Pak
Diplomat,0,236500,0,Slop,8994214459452,Dplm Slop
Diplomat Mild,0,22650,0,Pak,8994214984947,Dplm Pak
Diplomat Mild,0,226000,0,Slop,8994214984954,Dplm Slop
Djarum Black,0,31700,0,Pak,,Blck Pak
Djarum D,0,13500,0,Biji,,Wraps Biji
Djarum Espresso,0,163000,0,Slop,8991906151854,Djesprss Slop
Djarum Espresso,0,16300,0,Pak,8991906101859,Djesprss Pak
Djarum Espresso Gold,0,17700,0,Pak,8991906102528,Djesprss Pak
Djarum Espresso Gold,0,177000,0,Slop,8991906152523,Djesprss Slp
Djarum Super 12,0,23000,0,Pak,8991906101019,Spr12 Pak
Djarum Super 12,0,229000,0,Slop,8991906151014,Dspr12 Slop
Djarum Super Kretek 16,0,16000,0,Biji,,Spr Wraps Biji
Djaya,0,13700,0,Pak,8998989502122,Jy Pak
Djaya,0,136500,0,Slop,8998989850223,Jy Slop
Domex,0,14000,0,Bungkus,,Dmx Rek
Domino,1750,2250,0,Biji,68888701,Dmn Biji
Domino,0,29000,0,Slop,,Dmn Slop
Dop 10 wt,0,8000,0,Biji,,Dp10 Biji
Dop 15 w,0,15500,0,Biji,,Biji
Dop 5 wt,0,4500,0,Biji,,Dp5 Biji
Dos Kue R5,330,400,0,Biji,,Dsk Biji
Dos Kue R5,33000,36000,0,Bal,,Dsk Bal
Dos Kue R8,43000,46000,0,Bal,,Dskw Bal
Dos Kue R8,430,500,0,Biji,,Dskw Biji
Dove Condisioner,0,10000,0,Ret,8999999037130,Dvc Ret
Downy,4750,5000,0,Ret,4987176052780,Ret
Downy,4750,5000,0,Ret,4987176138910,Ret
Downy,4750,5000,0,Ret,4987176052865,Ret
Downy,4750,5000,0,Ret,4987176180520,Ret
Downy,4750,5000,0,Ret,4987176078148,Ret
Downy 1000,0,5000,0,Ret,4902430557122,Ret
Downy 1000,0,5000,0,Ret,4902430557788,Ret
Downy 1000,0,5000,0,Ret,4902430894609,Ret
Downy 500,4750,5000,0,Ret,4902430803380,Ret
Downy 500,4750,5000,0,Ret,4902430745703,Ret
Downy 500,4750,5000,0,Ret,4987176111487,Ret
Downy 500,4750,5000,0,Ret,4987176111494,Ret
Downy 500,4750,5000,0,Ret,,Ret
Drink Bengbeng,0,20000,0,Ret,8996001431030,Drnkbg Ret
Dunhill,27150,27300,0,Pak,8998127912363,Dnhl Pak
Duplek,0,12500,0,Pak,8886055200259,Dplx Pak
Duplex,0,2500,0,Biji,,Dplx Biji
Duyung Mawar Mini,0,94000,0,Sak,,Krpkdyng
Dxx,37500,40000,0,Dos,38888892,Dos
Dxx,0,2100,0,Bungkus,48888806,Rek
E 10,0,5000,0,Bungkus,,E10 Rek
Eceran,0,2500,0,Biji,,Ecrn
Ekomie Bakso,0,13500,0,Bal,8998866204101,Bal
Ekomie Bal,59223,61000,0,Dos,11070078,Dos
Ekomie Bal,0,11000,0,Bal,8998866200561,Bal
Ekomie Goreng,0,52000,0,Dos,11223283,Dos
Ekomie Goreng,0,1350,0,Biji,8998866203265,Biji
Ekomie Renteng,0,5600,0,Ret,,Ret
Ekomie Renteng,0,1825,0,Biji,,Ekmrt Biji
Ekomie Renteng,71500,65000,0,Dos,11070085,Dos
Ekonomi 1000,800,850,0,Biji,8998866618083,Biji
Ekonomi 1000,48000,49000,0,Dos,21190070,Dos
Ekonomi 1000,800,850,0,Biji,8998866603829,Biji
Ekonomi 2 gratis 1,3500,3500,0,Pak,,Pak
Ekonomi 2000,1700,1750,0,Biji,8998866618090,Biji
Ekonomi 2000,51000,52000,0,Dos,18998866618097,Dos
Ekonomi 2000,1700,1750,0,Biji,8998866600095,Biji
Ekonomi 2000,1700,1750,0,Biji,8998866612999,Biji
Ekonomi 5000,0,4500,0,Biji,8998866600101,Biji
Ekonomi Cair 122ml,0,1750,0,Biji,,Eknnc Biji
Ekonomi Cair 235ml,0,3500,0,Biji,8998866611725,Biji
Ekonomie 2000,0,1750,0,Biji,8998866611121,Biji
Ekonomie 2000,0,1750,0,Biji,8998866612999,Biji
Ekonomie 2000,0,1750,0,Biji,8998866671729,Biji
Ekonomie 2000,0,1750,0,Biji,8998866607872,Biji
Emeron,4600,5000,0,Ret,8998866107563,Ret
Emeron,4600,5000,0,Ret,8998866108003,Ret
Emeron Botol 70ml,0,8500,0,Biji,8998866100557,Biji
Emeron Btl,0,8500,0,Biji,8998866100557,Biji
Emeron perdos,93600,95000,0,Dos,,Dos
Energen,17500,20500,0,Ret,,Enrg Ret
Energen,0,300000,0,Dos,,Enrg Dos
Energen Coklat,18500,20500,0,Ret,8996001440049,Enrg Ret
Energen Ijo,18500,20500,0,Ret,8996001440087,Enrg Ret
Energen Kurma,22500,23000,0,Ret,8996001603376,Enrg Ret
Energen Vanila,18500,20500,0,Ret,8996001440124,Enrg Ret
Engkol,0,36000,0,Biji,,
Entrostop,0,14500,0,Pak,8992858658309,Pak
Entrostop,0,7500,0,Bungkus,8992858658316,Rek
Es Campur,0,20000,0,Dos,,Escm Dos
Eskulin  Bsr,14166,15000,0,Biji,8993417212215,Esklnb Biji
Eskulin Bsr,0,15000,0,Biji,8993417212253,Biji
Eskulin Bsr,0,15000,0,Biji,8993417212239,Biji
Eskulin Bsr,0,15000,0,Biji,8993417212260,Biji
Eskulin Bsr,0,15000,0,Biji,8993417212222,Biji
Eskulin Kcl,8025,8500,0,Biji,,Esklnk Biji
Eskulin Kcl,0,8500,0,Biji,8993417112171,Biji
Eskulin Kcl,0,8500,0,Biji,8993417212147,Biji
Eskulin Kcl,0,8500,0,Biji,8993417212123,Biji
Eskulin Kcl,0,8500,0,Biji,8993417212154,Biji
Eskulin Kcl,0,8500,0,Biji,8993417112133,Biji
Extra Joss,0,14000,0,Pak,8993058105013,Extrj Pak
Extra Joss,0,65000,0,Slop,22000347,Extrj Slop
Fair Lovely Ret,3583,3750,0,Biji,,Frlvly Biji
Fair Lovely Sabun 50 ml,0,15500,0,Biji,8999999055769,Frlvs Biji
Fair Lovely Sabun 50m,0,15500,0,Biji,8999999566647,Biji
Fair Lovely Sabun Sst,0,33500,0,Ret,8999999055752,Ret
Fair Lovely Vit 20 ml,0,19000,0,Biji,8999999007782,Frlvly Biji
Fair Lovely Vit 40g,41371,42500,0,Biji,8999999007799,Biji
Fair Lovely Vit Sst,39960,43000,0,Ret,8999999007768,Ret
Fanta Imut,0,32000,0,Slop,,Fnti Slop
Fanta Imut,0,2750,0,Biji,8992761145033,Fnti Biji
Fanta Seru,0,47500,0,Slop,(90)MD266510112032(91)270509,Fntsr Slop
Fanta Seru,0,4100,0,Biji,8992761002039,Fntsr Biji
Fanta Soda,0,32000,0,Slop,11090069,Fntsd Slop
Fanta Soda,0,32000,0,Slop,(90)MD266510120032(91)270831,Slop
Fanta Soda,0,2750,0,Biji,8992761145118,Fntsd Biji
Filasta,0,9800,0,Biji,8991901102509,Flst Biji
Filasta,0,98000,0,Slop,,Flst Slop
Fim,0,24300,0,Pak,8998989100120,Pak
Fimstan,0,4000,0,Bungkus,58888803,Fmst Rek
Finto,0,3250,0,Ret,8992933084115,Fnt Ret
Finto,0,3250,0,Ret,8992933081114,Ret
Fitting Gantung,0,2750,0,Biji,,Ftg biji
Fitting Tempel,0,3250,0,Biji,,Ftg biji
Floridina,0,31000,0,Slop,8998866500708,Flrdn Slop
Floridina,0,2600,0,Biji,8998866500708,Flrdn Biji
Floridina,0,31000,0,Slop,11090007,Slop
Floridina Coco,0,2600,0,Biji,8998866202923,Biji
Flu Tulang,0,25000,0,Pak,68888800,Fltlng Pak
Fom Burger,36000,50000,0,Bal,,Fmbrgr Bal
Fom Burger,0,300,0,Biji,8991906151830,Fmbrgr Biji
Fom Nasi,0,500,0,Biji,8991906151809,Fmn Biji
Fom Nasi,0,42500,0,Bal,12120123,Fmns Bal
Fom Tajin,0,400,0,Biji,8991906151823,Fmt Biji
Fom Tajin,21000,32500,0,Bal,12120147,Fmtjn Bal
Fortun 2 Liter,31666,32000,0,Biji,8998225800043,Frtn2 Biji
Fox,0,6000,0,Pak,8997212800387,Pak
Frambosen Lonceng,0,11250,0,Biji,28888826,Frmbsnlncg Biji
French Fries,102000,103000,0,Dos,,Dos
French Fries 2000,17000,17500,0,Ret,8994834003950,
Frenta,0,3250,0,Ret,,Frnt Ret
Fresh,0,10000,0,Biji,8998866618007,Biji
Fresh Care,0,11250,0,Biji,8997021870151,Frshcr Biji
Fresh Care,0,11250,0,Biji,8997021870137,Frshcr Biji
Fresh Care,0,11250,0,Biji,8997021870014,Biji
Fresh Care,0,11250,0,Biji,8997021871097,Biji
Fresh Care,0,11250,0,Biji,8997021870090,Biji
Fresh Sabun,0,32000,0,Lusin,,Sbnfrsh Lusin
Fresh Spray,0,10000,0,Biji,,Frshspry Biji
Fresh Spray,0,10000,0,Biji,8998866606882,Biji
Fresh Spray,0,10000,0,Biji,8998866611220,Biji
Fresh Spray,0,10000,0,Biji,8998866611213,Biji
Fresh Spray,0,10000,0,Biji,8998866611206,Biji
Fresh Spray,0,10000,0,Biji,8998866606899,Biji
Fresh Spray,0,10000,0,Biji,8998866611237,Biji
Fresh Spray,0,10000,0,Biji,8998866606912,Biji
Fresh Urban,0,11500,0,Biji,8998866625111,Frshurbn Biji
Fresh Urban,0,11500,0,Biji,8998866625128,Frshurbn Biji
Fresh Urban,0,11500,0,Biji,8998866625104,Frshurbn Biji
FreshCare 15+5 ml,0,16500,0,Biji,8997021873244,Frshcr Biji
Freshcare Smash,0,12500,0,Biji,8997021873114,Frshcr Biji
Frisian Flag kotak,0,93500,0,Dos,,Bendera kotak Dus
Frosbite Cookies & Cream Mochi,2422,3000,0,Biji,8998866820486,Mochi
Frostbite Boba Milk Tea,3229,4000,0,Biji,8998866820554,BobaMT
Frostbite Choconut & Cashew,4000,5000,0,Biji,8998866820516,ChcnC
Frostbite Cookies & Cream,4000,5000,0,Biji,8998866820400,FrsbtCC
Frostbite Crunchy Double Choco,4036,5000,0,Biji,8998866820561,CrhnDC
Frostbite Crunchy Potabee,4000,5000,0,Biji,8998866820769,Potabee
Frostbite Cup Chocolate Vanilla,4000,5000,0,Biji,8998866820615,CkltV
Frostbite Cup Cookies & Cream,4000,5000,0,Biji,8998866820691,Cookc
Frostbite Cup Strawberry Vanilla,4000,5000,0,Biji,8998866820608,StrbV
Frostbite Grape Mochi,2400,3000,0,Biji,8998866820851,MochiG
Frostbite Jcone Cookies & Cream,4000,5000,0,Biji,8998866820592,JconeCC
Frostbite Kopi Jelly Gula Aren,3200,4000,0,Biji,8998866820790,KpJl
Frostbite Pandan Sarikaya Mochi,2400,3000,0,Biji,8998866820776,Mochi
Frostbite Yakoo,2400,3000,0,Biji,8998866820721,Ykoo
Gajah Baru,16100,16800,0,Pak,8997018320829,Gjhb Pak
Gajah Baru,163000,168000,0,Slop,11223313,Gjhb Slop
Gajah Baru Kretek 16,8800,10100,0,Pak,8997018320805,Gjhbr Pak
Gajah Baru Kretek 16,88000,101000,0,Slop,,Gjhbr Slp
Galang Baru,0,157500,0,Slop,11223337,Glgbr Slp
Galang Baru,0,15800,0,Pak,8997220470176,Glgbr
Galang Baru 16,19500,20100,0,Pak,8997220470206,Glgbr16 Pak
Galang Baru Kretek,0,7600,0,Pak,8997220470190,Glgbr Pak
Gandapura,0,8250,0,Biji,8993176110142,Gndpr Biji
Gandapura Bsr,0,14000,0,Biji,8993176803204,Gndpr Biji
Garam 1000,0,14000,0,Bal,,Bal
Garam 1000,0,750,0,Biji,8991906151762,Biji
Garam 2000,0,1500,0,Biji,8991906151779,Biji
Garam 2000 (isi 20),0,27500,0,Bal,,Bal
Garam Asem,0,2250,0,Biji,8993093100509,Biji
Garam Daun Salam,0,30000,0,Bal,,Bal
Garam Kapal,0,1750,0,Biji,8993111112507,Biji
Garam Kapal isi 20,0,35000,0,Bal,41190005,Bal
Garam Kapal isi 40,0,77000,0,Bal,13130008,Bal
Garam Kotak,0,6000,0,Biji,14455520,Biji
Garami,0,1650,0,Biji,8993111775016,Biji
Garami 2000,0,30000,0,Bal,23968547,Bal
Garnier Bright 20 ml,0,24000,0,Biji,8992304010293,Grnr Biji
Garnier Foam Renteng,0,61500,0,Ret,8994993001187,Ret
Garnier Foam Renteng,0,61500,0,Ret,8994993001194,Grnr Ret
Garnier Kuning Renteng,0,57500,0,Ret,8992304014451,Grnr Ret
Garnier Pink Renteng,0,57500,0,Ret,8992304049743,Grnr Ret
Garnier Sabun Kn,0,19250,0,Biji,8991380700036,Grnrs Biji
Garnier Sabun Pink,0,20500,0,Biji,8992304047169,Grnr Biji
Garnier Sakura 20ml,0,25500,0,Biji,8992304047190,Grnr Biji
Garnier Sst,0,5000,0,Biji,,Biji
Garnier pink,4700,5000,0,Biji,,Biji
Garuda Crunchy,0,17000,0,Ret,8992775004456,Grdcrnc Ret
Garuda Kacang,0,8500,0,Ret,8992775110171,Grdkdg
Garuda Rosta,0,17000,0,Ret,8992775100318,Grdrst Ret
Gatsby Deo,0,11500,0,Biji,8992222050357,Gtb Biji
Gatsby Thc Kcl,0,4250,0,Biji,8992222050418,Gtb Biji
Gatsby Thc Tg,0,7000,0,Biji,8992222050241,Gtb Biji
Gatsby Wg Kcl,0,4500,0,Biji,8992222052979,Gtb Biji
Gatsby Wg Tg,0,8000,0,Biji,8992222052993,Gtb Biji
Geliga,0,60000,0,Dos,,Glg Dos
Geliga Bsr,0,9000,0,Biji,8993176812022,Glg Biji
Geliga Kcl,0,5100,0,Biji,8993176812039,Glg Biji
Gemoy,16250,17000,0,Bal,,Gmy Bal
Gemoy,65000,67000,0,Dos,,Gmyds
Gendang,0,7750,0,Pak,10868256,Pak
Gentlegen,0,7500,0,Pak,,Gntlgn Pak
Gentong,0,6000,0,Pak,51190019,Pak
Gentong,64000,87500,0,Bal,96877555,Bal
Geo Mild,0,240000,0,Slop,8991918151019,Gmld Slop
Geo Mild,0,24100,0,Pak,8991918101014,Gmld Pak
Gerry 1000,8500,9000,0,Ret,,Grrtg
Gerry 500,0,4500,0,Ret,,Gery500 Ret
Gery 2000,0,100000,0,Dos,,Gry2 Dos
Gery 500,0,10000,0,Pak,8992775312452,Gry5 Box
Gery Abon 1000,9000,9000,0,Ret,8992775003978,
Gery Bantal 2000,0,9000,0,Bal,8992775318201,Gry Bal
Gery Bantal 2000,0,100000,0,Dos,,Gry Dos
Gery Salut,0,11000,0,Dos,8992775311684,Gryslt Box
Gery Salut 1000,0,9000,0,Pak,8992775305003,Gryslt Pak
Gery Salut Tabur Kelapa,0,20000,0,Dos,8992775001660,Gryslt Box
Gery Wafer 1000,0,17000,0,Batang,8992775100622,grwfr Box
Getas,0,46000,0,Bal,,Jajangts Bal
Getas,0,6000,0,Pak,,Jajangts Pak
Getas 1/2,0,16000,0,Pak,,Jjn gts Pak
Getas 1/4,0,8500,0,Pak,,Jjn gts Pak
Ginang,0,4250,0,Biji,,
Giv,0,2700,0,Biji,8998866602389,Biji
Gizzi,0,16500,0,Pak,8997204300055,gzz pak
Glizz Purple,0,21500,0,Biji,8994452620096,
Glukol,0,26000,0,Dos,68888862,Glkl Dos
Glukol,0,1100,0,Biji,68888879,Glkl Biji
Go Choco Crepes,0,10000,0,Batang,,Gcc Box
Go Malkist,4250,4500,0,Ret,,Gmlk Ret
Goal Blue isi 6,0,56500,0,Ret,4987176101389,Glbl Ret
Goal Gellete Kuning isi 6,0,52500,0,Ret,7702018997633,Glkn Ret
Golda,0,2950,0,Biji,8998866202893,Gld Biji
Golda,0,36000,0,Slop,25396553,Gld Slop
Golda,0,2950,0,Biji,8998866201841,
Golden Chips 1000,8833,9000,0,Ret,,Rtg
Golinu,0,35000,0,Ret,58888827,Gln Ret
Good Day Capucino,19500,20000,0,Ret,8991002103764,Gddy Ret
Good Time 1000,0,10500,0,Pak,8994755031209,Gdtm Box
Gopek,0,67000,0,Dos,,Dos
Goreo,0,8750,0,Pak,38888816,Pak
Goreo,0,86000,0,Dos,18994834000222,Dos
Goreo 1000,0,8500,0,Ret,,Ret
Gorio 500,4350,4500,0,Ret,,Rtg
Gorio Vanilla,4350,4500,0,Ret,8994834000218,Grvnl Ret
Gosok Wajan,0,17500,0,Ret,68888848,Gskwjn Ret
Gosok Wajan Jaring,0,8000,0,Ret,,Gskwjnjrg Ret
Gosok wajan,2000,2000,0,Biji,,Biji
Gpu Bsr,15300,16750,0,Biji,8993176110104,Gpb Biji
Gpu Kcl,8800,10000,0,Biji,8993176110111,Gpk Biji
Gpu Kcl,105600,118000,0,Lusin,,Gpk Lusin
Grathazan,0,45000,0,Dos,90DKL9131102004A210B4J2091728101521LXON5H3TEMJI,Dos
Grathazon,0,2500,0,Ret,58888841,Grtzn Ret
Gula Batu,0,4000,0,Ret,11060000,Glbt Ret
Gula Merah,0,16500,0,Kg,11040002,Glmr Kg
Gula Merah,0,82500,0,Sak,,Ball
Gula PSM,16000,16000,0,Biji,8997013630015,Biji
Gula Putih 1 kg,0,17000,0,Biji,8991906151670,Kiloan
Gula Putih 1/2,0,9000,0,Kg,8991906151694,1/2 Kg
Gula Putih Los,0,16600,0,Kg,8991906151687,Glpth Los Kg
Gula Putih Sak,0,817500,0,Sak,25331103,Glpth Sak
Gunting,0,7000,0,Biji,,
Gunting Kecil,3575,4000,0,Biji,,Biji
Haku Double Choco & Crispy Monaka,4036,5000,0,Biji,8998866820530,Haku
Haku Strawberry Crispy Choco Monaka,4036,5000,0,Biji,8998866820356,Haku
Haku Vanilla Crispy Choco Monaka,4036,5000,0,Biji,8998866820363,Haku
Hansaplast,0,32500,0,Dos,8999777026370,Hnsplst Dos
Hansaplast,0,350,0,Biji,68888145,Hnsplst Biji
Happily L,0,5000,0,Biji,,Hpplyl Biji
Happily L,0,218000,0,Dos,,HppL Dus
Happily M,4000,4250,0,Biji,8998866502542,Biji
Happily M,0,182000,0,Dos,,HppM Dus
Happily XL,5400,6000,0,Biji,8998866502566,Biji
Happy Jamur,49500,51000,0,Dos,,Hpjm Dus
Happy Time Crispy Crepes,49500,51000,0,Dos,,Hptm Dus
Happy Time Crispy Crepes,4125,4400,0,Ret,,Hptm Ret
Happy Tos,85000,87000,0,Dos,,Hpts Dus
Happy Tos 2000,17000,17250,0,Bal,,Bal
Harmoni,0,2250,0,Biji,8993379200862,Hrmn Biji
Harmony,0,162500,0,Dos,,Dos
Harmony,0,2300,0,Biji,8993379200886,Biji
Harmony,0,27500,0,Lusin,,Hrmn Lusin
Harmony cair,2750,3000,0,Biji,,Biji
Hattari,0,6350,0,Biji,8997025911058,Httr Biji
Hattari,0,38000,0,Bal,01700008,Httr Bal
Hattari,0,210000,0,Dos,,Httr Dos
Hawai,0,4500,0,Biji,(90)MD829713001634(91)270323,Hwi Biji
Hbl Kris,0,4250,0,Biji,8992929652373,Hblkrs Biji
Hbl Kris,0,4250,0,Biji,8992929652380,Hblkrs Biji
Hbl Lovely Kecrot,0,14000,0,Biji,8998866105668,Hbllvl Biji
Hbl Lovely Kecrot,0,14000,0,Biji,8998866106320,Biji
Hbl Lovely Kecrot,0,14000,0,Biji,8998866105682,Biji
Hcl,0,9000,0,Biji,,Hcl
Hd 1 1/2,0,8500,0,Pak,01790078,Pak
Hd 1 kg,36600,58500,0,Ikat,01790085,Iket
Hd 1 kg,0,6000,0,Pak,8997209990725,Pak
Hd 1/2,0,4000,0,Pak,8997209990701,Pak
Hd 1/2,0,37500,0,Ikat,01790191,Iket
Hd 1/4,0,2500,0,Pak,01790498,Pak
Hd 1/4,14000,23000,0,Ikat,01790399,Iket
Hd 10kg,0,48000,0,Pak,,Pak
Hd 2 kg,0,8000,0,Pak,01790061,Pak
Hd 3 kg,0,12000,0,Pak,,Pak
Hd 5 kg,24500,26000,0,Pak,01790054,Pak
Head Suolders,0,10000,0,Ret,4987176081049,Sphns Ret
Heboh,16250,17000,0,Bal,,Hbh Bal
Hemaviton Action,0,64000,0,Dos,8999908056900,Dos
Hemaviton Action,0,6500,0,Bungkus,8999908056405,Rek
Hemaviton Botol,0,4250,0,Biji,8999908034205,Biji
Hemaviton Btl,0,42500,0,Slop,11190059,Slop
Herbateen,0,3000,0,Biji,,Hrbtn Biji
Herocyn,7000,7000,0,Biji,,Biji
Hitam Manis,0,34000,0,Bal,25883336,Htmmns Bal
Hitam Manis,0,100000,0,Dos,,Htmmns Dos
Hitam Manis,0,3000,0,Biji,8997028380486,Htmmns Biji
Hongkue,0,1850,0,Biji,,Hngkw Biji
Hongkue,0,18000,0,Bal,68888374,Hngkw Bal
Hongkue Ijo,0,18000,0,Bal,(90)MD831713013634(91)231008,Bal
Hongkue Kn,0,18000,0,Bal,(90)MD831713015634(91)231012,Bal
Hongkue Merah,0,18000,0,Bal,(90)MD831713019634(91)231026,Bal
Hongkue Putih,0,18000,0,Bal,(90)MD829913003634(91)230815,Bal
Hot Cream Bsr,0,28500,0,Biji,3992021870564,Hticr Biji
Hot Cream Bsr Strong,0,28500,0,Biji,8997021870564,Biji
Hot Cream Kcl,0,17250,0,Biji,8997021870571,Hticr Biji
Hot Cream Kcl,0,17250,0,Biji,8997021870908,Biji
Hot Hot Pop,0,6500,0,Pak,8993154150016,Pak
Hot Hot Susu,0,4500,0,Ret,8993154788998,Ret
Hot Hot Susu,49500,50500,0,Dos,,Hthts Dus
Hot-Hot Ball,103008,104000,0,Dos,,Hthtb Dus
Hot-Hot Ball,3437,3600,0,Ret,8993154788677,HBM Ret
Hydro Plus,0,4500,0,Biji,8997212801322,Biji
Indofood 3000,2500,2500,0,Biji,,Biji
Indomie,0,2950,0,Biji,,Indm biji
Indomie Aceh,0,2950,0,Biji,089686043204,Indmabiji
Indomie Aceh,0,116500,0,Dos,11070023,Indmados
Indomie Aceh,0,116500,0,Dos,10089686043201,Dos
Indomie Geprek,2875,2950,0,Biji,089686043433,Indmgprk Biji
Indomie Geprek,115000,116500,0,Dos,10868485,Indmgprk Dos
Indomie Goreng,116000,116500,0,Dos,11070009,Indmgr Dos
Indomie Goreng,2900,3000,0,Biji,089686010947,Indmgr Biji
Indomie Kuwah,0,2900,0,Biji,,Indm Biji
Indomie Rawon,0,2900,0,Biji,089686043679,Indmrwn biji
Indomie Seblak,0,2900,0,Biji,089686043495,Indmsblk Biji
Indomilk Botol,0,3600,0,Biji,(90)MD200809030116(91)260401,Indmlkbtl Ibtl Biji
Indomilk Botol,0,85000,0,Dos,11190004,Indmlkbtl Dos
Indomilk Botol,0,3600,0,Biji,8992702070226,Biji
Indomilk Botol Coklat,0,3600,0,Biji,8992702005945,Biji
Indomilk Botol Pink,0,3600,0,Biji,8992702005976,Biji
Indomilk Botol Pink,0,85000,0,Dos,,Dos
Indomilk Klng,0,11750,0,Biji,,Indmlkklg Iklg Biji
Indomilk Klng Coklat,0,11750,0,Biji,8992702000063,Biji
Indomilk Klng Putih,0,11750,0,Biji,8992702000018,Biji
Indomilk Kotak,0,98000,0,Dos,11190028,Indmlkktk Dos
Indomilk Kotak,0,2650,0,Biji,8993007007276,Biji
Indomilk Kotak,0,2500,0,Biji,,Indmlkktk Iktk Biji
Indomilk Kotak Coklat,0,107000,0,Dos,18993007000236,Dos
Indomilk Kotak Coklat,0,2650,0,Biji,8993007000239,Biji
Indomilk Kotak Pink,0,107000,0,Dos,18993007000250,Dos
Indomilk Kotak Strw,0,2600,0,Biji,8993007000253,Biji
Indomilk Saset,0,147500,0,Dos,11190035,Dos
Indomilk Saset,0,7750,0,Pak,,Pak
Indomilk Sst,0,147500,0,Dos,38992702000958,Dos
